App,Category,Rating,Reviews,Size_MBs,Installs,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
Ice Crush 10.000 B.C.,FAMILY,4.4,31,4.2,100,Paid,$0.99,Everyone,Casual,"August 15, 2013",2.0 and up
FD Fotografia,PHOTOGRAPHY,NaN,2,4.2,100,Free,0,Everyone,Photography,"January 17, 2018",4.1 and up
My FR App,TOOLS,NaN,2,4.2,100,Free,0,Everyone,Tools,"April 9, 2018",2.3.3 and up
ES Billing System (Offline App),PRODUCTIVITY,5,1,4.2,100,Free,0,Everyone,Productivity,"May 17, 2018",4.1 and up
Countries of the European Union (Quiz),GAME,NaN,11,7,100,Free,0,Everyone,Trivia,"February 3, 2018",5.0 and up
Pediatric Nursing,MEDICAL,4.9,14,7,100,Free,0,Everyone,Medical,"July 13, 2018",4.0.3 and up
Training course: Learn Nursing,MEDICAL,NaN,0,7,100,Free,0,Everyone,Medical,"July 8, 2018",4.1 and up
California Cop Assist CA Cop,PRODUCTIVITY,3,5,7,100,Paid,$4.99,Everyone,Productivity,"February 11, 2014",2.2 and up
Propel BI APP,BUSINESS,5,3,23,100,Free,0,Everyone,Business,"July 24, 2018",4.4 and up
Ramdor DM Mobile,BUSINESS,NaN,1,23,100,Free,0,Everyone,Business,"June 13, 2018",3.0 and up
Cryptocurrency Trading - How To Trade Crypto,FINANCE,NaN,1,23,100,Free,0,Everyone,Finance,"March 16, 2018",4.1 and up
Anna.K Tarot,FAMILY,4.8,17,23,100,Paid,$3.99,Mature 17+,Entertainment,"January 16, 2017",4.0.3 and up
BJ-DRONE,FAMILY,NaN,1,23,100,Free,0,Everyone,Entertainment,"March 27, 2018",4.0.3 and up
DS,FAMILY,4.9,15,23,100,Free,0,Everyone,Casual,"January 19, 2016",2.3 and up
Super Hearing Secret Voices Recorder PRO,MEDICAL,5,3,23,100,Paid,$2.99,Everyone,Medical,"April 20, 2018",4.1 and up
Breastfeeding Tracker Baby Log,MEDICAL,NaN,6,23,100,Free,0,Everyone,Medical,"July 20, 2018",5.0 and up
Breastfeeding Tracker Baby Log,MEDICAL,NaN,6,23,100,Free,0,Everyone,Medical,"July 20, 2018",5.0 and up
Abdominal CT Sectional Walker,MEDICAL,NaN,2,23,100,Paid,$9.99,Everyone,Medical,"July 8, 2016",4.0 and up
DF Tracker,BUSINESS,NaN,2,6,100,Free,0,Everyone,Business,"September 27, 2017",4.0.3 and up
FH App,BUSINESS,4.9,27,6,100,Free,0,Everyone,Business,"July 26, 2018",4.0 and up
Az Video Status,FAMILY,4.8,13,6,100,Free,0,Everyone,Entertainment,"August 2, 2018",4.1 and up
AMM Events & CPD,EVENTS,NaN,5,6.1,100,Free,0,Everyone,Events,"August 4, 2018",4.3 and up
Zen Leaf,MEDICAL,5,1,6.1,100,Free,0,Mature 17+,Medical,"March 8, 2018",4.1 and up
G-Force Driving Assistant,SPORTS,4.6,10,6.1,100,Paid,$3.88,Everyone,Sports,"April 10, 2013",2.3.3 and up
Ost. Zombies Cast - New Music and Lyrics,DATING,NaN,1,4.6,100,Free,0,Teen,Dating,"July 20, 2018",4.0.3 and up
Pain Tracker & Diary,MEDICAL,4.3,3,4.6,100,Paid,$2.99,Everyone,Medical,"January 2, 2018",4.1 and up
Sir C J New Primary School,FAMILY,5,3,9.2,100,Free,0,Everyone,Education,"July 25, 2018",4.0 and up
Theme for Galaxy Note FE,PERSONALIZATION,NaN,3,9.2,100,Free,0,Everyone,Personalization,"July 29, 2017",2.3.3 and up
Wallpapers FN SCAR H,PERSONALIZATION,5,4,9.2,100,Free,0,Teen,Personalization,"April 12, 2018",4.1 and up
EB Kit,BUSINESS,NaN,4,5.2,100,Free,0,Everyone,Business,"May 15, 2018",4.1 and up
EU FP7 Adventure,BUSINESS,NaN,2,5.2,100,Free,0,Everyone,Business,"February 15, 2013",2.2 and up
RRIMS FO,BUSINESS,NaN,2,5.2,100,Free,0,Everyone,Business,"July 27, 2018",5.0 and up
CL-App,MEDICAL,4.7,6,5.2,100,Free,0,Everyone,Medical,"February 17, 2017",4.0 and up
Discípulos em BH,SOCIAL,NaN,24,5.2,100,Free,0,Everyone,Social,"February 24, 2018",4.1 and up
AF Our Time to Shine,BUSINESS,NaN,0,11,100,Free,0,Everyone,Business,"July 17, 2017",4.1 and up
BX Mobile TMC for SAP B1,BUSINESS,4.7,3,11,100,Free,0,Everyone,Business,"January 20, 2015",4.0.3 and up
EB-Link,BUSINESS,4.8,6,11,100,Free,0,Everyone,Business,"June 7, 2018",4.2 and up
FO Interim,COMMUNICATION,NaN,1,11,100,Free,0,Everyone,Communication,"March 14, 2017",4.1 and up
Friend Find: free chat + flirt dating app,DATING,NaN,23,11,100,Free,0,Mature 17+,Dating,"July 31, 2018",4.4 and up
AAS-IN-ASIA 2018,EVENTS,NaN,3,11,100,Free,0,Everyone,Events,"July 4, 2018",4.1 and up
BK Travel Solutions,EVENTS,NaN,1,11,100,Free,0,Everyone,Events,"June 14, 2018",4.1 and up
CF Riga,HEALTH_AND_FITNESS,NaN,12,11,100,Free,0,Everyone,Health & Fitness,"July 9, 2018",4.1 and up
Cloud DX Connected Health,HEALTH_AND_FITNESS,5,6,11,100,Free,0,Everyone,Health & Fitness,"July 19, 2017",4.4 and up
Overcomers CF - GA,LIFESTYLE,5,7,11,100,Free,0,Everyone,Lifestyle,"March 20, 2017",4.1 and up
Sic Bo,GAME,NaN,1,11,100,Paid,$1.99,Teen,Card,"August 27, 2013",2.2 and up
AF Johannesburg,FAMILY,NaN,3,11,100,Free,0,Everyone,Education,"May 2, 2017",4.1 and up
Interpret Chest X-Ray With 100 Cases,MEDICAL,4.6,5,11,100,Free,0,Everyone,Medical,"August 3, 2018",4.1 and up
420 BZ Budeze Delivery,MEDICAL,5,2,11,100,Free,0,Mature 17+,Medical,"June 6, 2018",4.1 and up
420 BZ Budeze Delivery,MEDICAL,5,2,11,100,Free,0,Mature 17+,Medical,"June 6, 2018",4.1 and up
POCKET BOOK CT ABDOMEN,MEDICAL,NaN,0,11,100,Free,0,Everyone,Medical,"March 16, 2018",4.1 and up
Asha Ek Hope - ALS/ MND,MEDICAL,5,2,11,100,Free,0,Everyone,Medical,"May 23, 2018",4.1 and up
FC BARCELONA EVENTS,SPORTS,4.3,6,11,100,Free,0,Everyone,Sports,"April 22, 2018",4.1 and up
EO Hotels,TRAVEL_AND_LOCAL,NaN,4,11,100,Free,0,Everyone,Travel & Local,"June 4, 2017",4.0.3 and up
BK Formula Calculator,TOOLS,5,6,11,100,Free,0,Everyone,Tools,"August 8, 2015",4.2 and up
Simpli CT,TOOLS,NaN,4,11,100,Free,0,Everyone,Tools,"November 30, 2017",4.3 and up
Ramfer - CNC Lathe G-code Tool,PRODUCTIVITY,3.4,5,11,100,Paid,$2.99,Everyone,Productivity,"September 26, 2016",3.2 and up
CJ'S TIRE AND AUTO INC.,PRODUCTIVITY,5,5,11,100,Free,0,Everyone,Productivity,"May 30, 2018",4.1 and up
EF Staff,PRODUCTIVITY,NaN,0,11,100,Free,0,Everyone,Productivity,"May 8, 2018",4.2 and up
Dt Tracking,AUTO_AND_VEHICLES,4,4,24,100,Free,0,Everyone,Auto & Vehicles,"October 28, 2016",4.0 and up
CP Installer App,BUSINESS,5,4,24,100,Free,0,Everyone,Business,"July 24, 2018",4.1 and up
Food-Aw - Order Food Online in Aruba,FOOD_AND_DRINK,5,1,24,100,Free,0,Everyone,Food & Drink,"April 5, 2018",4.1 and up
CE KISIO,LIFESTYLE,NaN,1,24,100,Free,0,Everyone,Lifestyle,"February 5, 2018",4.1 and up
BS Films,FAMILY,NaN,1,24,100,Free,0,Everyone,Entertainment,"December 12, 2017",4.3 and up
AW CAMERA,TOOLS,NaN,2,24,100,Free,0,Everyone,Tools,"January 30, 2018",2.3 and up
Cx Wize,PRODUCTIVITY,NaN,3,24,100,Free,0,Everyone,Productivity,"July 30, 2018",4.1 and up
Aura Hair Group BC,BEAUTY,NaN,0,9.1,100,Free,0,Everyone,Beauty,"April 23, 2018",4.0.3 and up
Micro.bg Cloud POS System,BUSINESS,NaN,6,7.2,100,Free,0,Everyone,Business,"July 12, 2017",2.0 and up
DS Helpdesk Plus,BUSINESS,3.6,21,7.2,100,Paid,$12.99,Everyone,Business,"January 30, 2017",Varies with device
ES Anywhere,BUSINESS,4.7,10,7.2,100,Free,0,Everyone,Business,"April 28, 2017",4.0.3 and up
DG Card,COMMUNICATION,NaN,0,3.5,100,Free,0,Everyone,Communication,"August 15, 2017",Varies with device
Carpooling FH Hagenberg,COMMUNICATION,NaN,0,3.5,100,Free,0,Everyone,Communication,"May 18, 2017",Varies with device
Alabama Ag Credit Ag Banking,FINANCE,NaN,0,9.15,100,Free,0,Everyone,Finance,"February 9, 2018",4.4 and up
MYCU TX Mobile Banking,FINANCE,3,4,9.15,100,Free,0,Everyone,Finance,"August 1, 2018",Varies with device
EO App. SelfCompassion to you,HEALTH_AND_FITNESS,NaN,1,8.8,100,Free,0,Everyone,Health & Fitness,"September 12, 2015",Varies with device
Elim AG,LIFESTYLE,NaN,7,8.35,100,Free,0,Everyone,Lifestyle,"March 31, 2017",4.2 and up
CE Airbus,LIFESTYLE,NaN,0,8.35,100,Free,0,Everyone,Lifestyle,"April 24, 2018",Varies with device
Shoot! DX - lights for FREE,GAME,NaN,4,36,100,Free,0,Everyone,Action,"June 23, 2018",Varies with device
Myjob@BM,SOCIAL,NaN,1,5.3,100,Free,0,Teen,Social,"June 13, 2018",4.1 and up
KeePass DX Pro,TOOLS,NaN,0,3.4,100,Paid,$5.99,Everyone,Tools,"August 2, 2018",Varies with device
CI Remote for Go,PRODUCTIVITY,4.6,20,4,100,Free,0,Everyone,Productivity,"July 2, 2018",Varies with device
SharedCare™ Co-parenting,PARENTING,2,23,10.05,100,Paid,$4.59,Everyone,Parenting,"June 19, 2016",4.0 and up
NOMISMA.com.cy by FMW,NEWS_AND_MAGAZINES,5,3,6.3,100,Free,0,Everyone,News & Magazines,"May 29, 2016",4.0 and up
CK Pharmacies,HEALTH_AND_FITNESS,2.7,3,9.4,100,Free,0,Everyone 10+,Health & Fitness,"June 28, 2018",4.0.3 and up
EU Exit poll,LIFESTYLE,5,10,9.4,100,Free,0,Everyone,Lifestyle,"July 15, 2016",4.1 and up
BP Assist,TOOLS,NaN,0,9.4,100,Free,0,Everyone,Tools,"July 3, 2018",4.0.3 and up
BJ Grand Salon Mobile App,BEAUTY,NaN,1,15,100,Free,0,Everyone,Beauty,"June 14, 2018",5.0 and up
DF-View,BUSINESS,NaN,0,15,100,Free,0,Everyone,Business,"January 4, 2016",4.0 and up
DW Security,BUSINESS,5,6,15,100,Free,0,Everyone,Business,"July 25, 2018",4.1 and up
EY Tax Briefing,BUSINESS,NaN,3,15,100,Free,0,Everyone,Business,"March 21, 2018",4.1 and up
CJ Browser - Fast & Private,COMMUNICATION,4.2,5,15,100,Free,0,Everyone,Communication,"November 7, 2017",4.0 and up
MARKET FO,COMMUNICATION,NaN,0,15,100,Free,0,Everyone,Communication,"November 30, 2017",4.1 and up
FO RCBT,COMMUNICATION,NaN,5,15,100,Free,0,Everyone,Communication,"November 15, 2017",4.1 and up
FO PSA Sept-Fons,COMMUNICATION,NaN,2,15,100,Free,0,Everyone,Communication,"March 22, 2018",4.1 and up
EUROBANK CY,FINANCE,NaN,30,15,100,Free,0,Everyone,Finance,"June 12, 2018",4.3 and up
BN PERKS™,LIFESTYLE,NaN,0,15,100,Free,0,Everyone,Lifestyle,"June 2, 2018",4.0.3 and up
DV Youth,LIFESTYLE,5,5,15,100,Free,0,Everyone,Lifestyle,"April 25, 2016",4.0.3 and up
Scoreboard FR,LIFESTYLE,4.3,3,15,100,Free,0,Everyone,Lifestyle,"August 7, 2018",4.2 and up
Axe Champ Hit,GAME,NaN,1,15,100,Free,0,Everyone,Arcade,"May 25, 2018",4.1 and up
Flippy Axe : Flip The Knife & Axe Simulator,GAME,5,7,15,100,Free,0,Everyone,Arcade,"September 27, 2017",4.2 and up
Cy-Reader,FAMILY,4.8,17,15,100,Free,0,Everyone,Education,"August 3, 2018",4.2 and up
Yeled EI,FAMILY,NaN,0,15,100,Free,0,Everyone,Education,"April 26, 2018",4.1 and up
Lego Ninjago Wallpaper,MEDICAL,NaN,2,15,100,Free,0,Everyone,Medical,"August 2, 2018",3.0 and up
EP Calipers,MEDICAL,NaN,4,15,100,Paid,$0.99,Everyone,Medical,"February 10, 2018",4.0 and up
AK 47 Assault Rifle Wallpapers,PERSONALIZATION,NaN,1,15,100,Free,0,Teen,Personalization,"February 22, 2018",4.1 and up
Themes DAF CF Trucks,PERSONALIZATION,NaN,2,15,100,Free,0,Teen,Personalization,"June 9, 2016",2.3.3 and up
HD Themes Toyota Cruiser 60,PERSONALIZATION,NaN,0,15,100,Free,0,Teen,Personalization,"October 2, 2016",2.3.3 and up
HD Themes Toyota Cruiser70,PERSONALIZATION,NaN,0,15,100,Free,0,Teen,Personalization,"October 3, 2016",2.3.3 and up
HD Themes Toyota Cruiser 200,PERSONALIZATION,3.7,3,15,100,Free,0,Teen,Personalization,"October 1, 2016",2.3.3 and up
HD Themes Toyota Cruiser 40,PERSONALIZATION,NaN,2,15,100,Free,0,Teen,Personalization,"October 2, 2016",2.3.3 and up
2017 BN SM Sales Conference,BUSINESS,NaN,2,10,100,Free,0,Teen,Business,"September 28, 2017",4.1 and up
DN Diamonds,BUSINESS,NaN,4,10,100,Free,0,Everyone,Business,"July 31, 2018",4.0.3 and up
L!FE Premium Training,HEALTH_AND_FITNESS,NaN,2,10,100,Free,0,Everyone,Health & Fitness,"July 9, 2018",4.1 and up
Au Rubis les bijoutiers,LIFESTYLE,NaN,0,10,100,Free,0,Everyone,Lifestyle,"July 24, 2018",4.1 and up
BG Future School,FAMILY,4.9,16,10,100,Free,0,Everyone,Education,"July 22, 2017",4.0.3 and up
KPS CHAUHAN DY/DX,FAMILY,4.9,37,10,100,Free,0,Everyone,Education,"July 28, 2018",4.1 and up
EFAmbassador,FAMILY,NaN,5,10,100,Free,0,Everyone,Education,"July 10, 2018",5.0 and up
Cardio Z,MEDICAL,NaN,24,10,100,Paid,$5.99,Everyone,Medical,"March 13, 2017",4.4 and up
iFORA BM,MEDICAL,NaN,3,10,100,Free,0,Everyone,Medical,"April 9, 2018",4.3 and up
DM הפקות,PHOTOGRAPHY,NaN,2,10,100,Free,0,Everyone,Photography,"October 14, 2017",3.2 and up
BU Questrom Launch,TRAVEL_AND_LOCAL,NaN,3,10,100,Free,0,Everyone,Travel & Local,"July 17, 2015",3.0 and up
CG 3D Model Viewer: view 3D models interactively,TOOLS,NaN,0,10,100,Free,0,Everyone,Tools,"July 26, 2018",4.4 and up
"Startupticker.ch News, Events",NEWS_AND_MAGAZINES,5,4,10,100,Free,0,Everyone,News & Magazines,"July 23, 2018",4.4 and up
Ad Blocker for SayHi,DATING,NaN,4,1.2,100,Paid,$3.99,Teen,Dating,"August 2, 2018",4.0.3 and up
CA Speakers,LIFESTYLE,5,12,1.2,100,Paid,$0.99,Teen,Lifestyle,"March 25, 2014",3.0 and up
CP Parquet,LIFESTYLE,NaN,2,1.2,100,Free,0,Everyone,Lifestyle,"May 11, 2016",4.0 and up
500 AP World History Questions,FAMILY,4.7,7,1.2,100,Paid,$9.99,Everyone,Education,"November 1, 2013",1.6 and up
Movement BE,SOCIAL,5,20,1.2,100,Free,0,Teen,Social,"November 10, 2016",4.4 and up
DM Collection,SHOPPING,NaN,3,1.2,100,Free,0,Everyone,Shopping,"June 25, 2015",2.2 and up
BL IP-Camera,TOOLS,4.3,15,1.2,100,Paid,$3.99,Everyone,Tools,"June 5, 2014",2.3 and up
Contents Provider(C.P.)Explorer,TOOLS,4,1,1.2,100,Free,0,Everyone,Tools,"June 20, 2018",3.0 and up
Register.ca Mobile,PRODUCTIVITY,NaN,0,1.2,100,Free,0,Everyone,Productivity,"August 19, 2016",5.0 and up
BF Family user,BUSINESS,NaN,8,26,100,Free,0,Everyone,Business,"February 1, 2018",4.1 and up
BP Service,BUSINESS,NaN,0,26,100,Free,0,Everyone,Business,"January 17, 2018",4.1 and up
EHiN-FH conferenceapp,COMMUNICATION,NaN,5,26,100,Free,0,Everyone,Communication,"November 15, 2016",4.1 and up
Bu Hangi Firma?,FAMILY,NaN,8,26,100,Free,0,Everyone,Trivia;Education,"December 10, 2017",4.0.3 and up
FK Liepaja,SPORTS,NaN,4,26,100,Free,0,Everyone,Sports,"March 17, 2018",4.1 and up
FK Sarajevo,SPORTS,NaN,6,26,100,Free,0,Everyone,Sports,"March 2, 2018",4.1 and up
Theme for Galaxy Note FE Launcher | Live Wallpaper,PERSONALIZATION,NaN,2,26,100,Free,0,Everyone,Personalization,"December 22, 2017",4.0 and up
ec-Work,PRODUCTIVITY,NaN,3,26,100,Free,0,Everyone,Productivity,"July 9, 2018",5.0 and up
Jeppesen CR Flight Computer,MAPS_AND_NAVIGATION,3.3,3,26,100,Paid,$9.99,Everyone,Maps & Navigation,"October 5, 2016",4.4 and up
Anime Mod for BM,BOOKS_AND_REFERENCE,NaN,0,8,100,Free,0,Everyone,Books & Reference,"July 28, 2017",4.0 and up
Video chat live advices,DATING,NaN,0,8,100,Free,0,Everyone,Dating,"July 10, 2018",3.0 and up
Thrive CF,HEALTH_AND_FITNESS,2.2,6,8,100,Free,0,Everyone,Health & Fitness,"January 5, 2018",4.3 and up
Arrayanes EC,LIFESTYLE,NaN,2,7.9,100,Free,0,Everyone,Lifestyle,"June 27, 2018",4.4 and up
Message AI - Write Better Messages (Free),SOCIAL,3.7,3,7.9,100,Free,0,Everyone,Social,"July 4, 2018",5.0 and up
Message AI - Write Better Messages,TOOLS,NaN,0,7.9,100,Paid,$2.99,Mature 17+,Tools,"July 4, 2018",5.0 and up
BK Arogyam Task Track,BUSINESS,5,8,3.7,100,Free,0,Everyone,Business,"June 5, 2018",4.1 and up
20WPM Amateur ham radio Koch CW Morse code trainer,COMMUNICATION,4.3,12,3.7,100,Paid,$1.49,Everyone,Communication,"May 22, 2018",2.1 and up
AzadBazar.af,SHOPPING,NaN,3,3.7,100,Free,0,Everyone,Shopping,"March 9, 2018",4.0 and up
news.com.au,NEWS_AND_MAGAZINES,NaN,1,3.7,100,Free,0,Everyone,News & Magazines,"July 23, 2018",4.0 and up
DG Monitor,BUSINESS,NaN,1,4.5,100,Free,0,Everyone,Business,"October 12, 2017",4.0 and up
Helping BD,LIFESTYLE,5,15,4.5,100,Free,0,Everyone,Lifestyle,"June 19, 2018",4.0.3 and up
Theme Android P for LG G7 & V35,PERSONALIZATION,4.6,5,4.5,100,Paid,$1.49,Everyone,Personalization,"July 7, 2018",8.0 and up
EF Events,EVENTS,5,7,4.4,100,Free,0,Teen,Events,"October 5, 2017",Varies with device
Evasion.bz,SOCIAL,4.1,8,4.4,100,Free,0,Teen,Social,"July 14, 2017",4.1 and up
EG,PRODUCTIVITY,NaN,3,4.4,100,Free,0,Everyone,Productivity,"July 1, 2016",4.0.3 and up
StudentLife.com.cy,NEWS_AND_MAGAZINES,NaN,17,4.4,100,Free,0,Everyone,News & Magazines,"March 14, 2017",4.1 and up
2 Amateur ham radio CW Morse code practice keys TX,COMMUNICATION,4.8,6,3.5,100,Paid,$1.49,Everyone,Communication,"March 5, 2018",1.6 and up
DK Online,FAMILY,NaN,21,3.5,100,Free,0,Everyone,Entertainment,"May 18, 2018",4.0.3 and up
Cacique CF,SPORTS,NaN,19,3.5,100,Free,0,Everyone,Sports,"October 10, 2016",4.0.3 and up
BG MUSIC PLAYER - MUSIC PLAYER,VIDEO_PLAYERS,NaN,0,8.6,100,Free,0,Everyone,Video Players & Editors,"June 26, 2018",4.1 and up
DW Tech Tools,BUSINESS,NaN,1,5.9,100,Free,0,Everyone,Business,"July 24, 2018",4.1 and up
Free coupons and vouchers,FINANCE,5,4,5.9,100,Free,0,Everyone,Finance,"July 28, 2018",4.4 and up
DN Prasad,FINANCE,NaN,0,5.9,100,Free,0,Everyone,Finance,"April 30, 2018",4.0.3 and up
BAR-B-Q Recipes,FOOD_AND_DRINK,NaN,0,3.6,100,Free,0,Everyone,Food & Drink,"January 30, 2018",4.0 and up
Q Avatar Pro,FAMILY,4.8,4,3.6,100,Paid,$1.49,Teen,Entertainment,"March 4, 2017",2.3 and up
Fr. Mike Schmitz Audio Teachings,FAMILY,5,4,3.6,100,Free,0,Everyone,Education,"July 6, 2018",4.1 and up
DF Coaching,SPORTS,4,1,3.6,100,Free,0,Everyone,Sports,"May 24, 2018",4.1 and up
BV Rando,TRAVEL_AND_LOCAL,NaN,0,3.6,100,Free,0,Everyone,Travel & Local,"July 22, 2016",4.0 and up
FH CODE,TOOLS,NaN,13,3.6,100,Free,0,Everyone,Tools,"February 26, 2018",2.1 and up
Watch Face Swiss AJ-6,PERSONALIZATION,4.1,21,3.6,100,Paid,$0.99,Everyone,Personalization,"September 20, 2017",4.3 and up
CB TV,FAMILY,NaN,2,1.9,100,Free,0,Teen,Strategy,"September 13, 2016",4.0.3 and up
junainfo.dy.fi,TRAVEL_AND_LOCAL,NaN,8,1.9,100,Free,0,Everyone,Travel & Local,"October 21, 2015",4.0 and up
Bx Access 4d,TOOLS,NaN,1,1.9,100,Free,0,Everyone,Tools,"April 29, 2016",4.0 and up
EW Widgets for Zooper,TOOLS,3.4,5,1.9,100,Free,0,Everyone,Tools,"December 3, 2016",4.0.3 and up
Bx Thailand Alert (Bitcoin),FINANCE,4.7,3,8.2,100,Free,0,Everyone,Finance,"February 5, 2018",4.2 and up
BW Fuhlenbrock,SPORTS,NaN,4,8.2,100,Free,0,Everyone,Sports,"September 27, 2017",4.1 and up
Naruto & Boruto FR,SOCIAL,NaN,7,7.7,100,Free,0,Teen,Social,"February 2, 2018",4.0 and up
Spring flowers theme couleurs d t space,ART_AND_DESIGN,5,1,2.9,100,Free,0,Everyone,Art & Design,"April 18, 2018",4.0 and up
BV Forest,BUSINESS,NaN,0,2.9,100,Free,0,Everyone,Business,"May 9, 2018",4.4 and up
Tri-Ag (WV) FCU,FINANCE,NaN,0,2.9,100,Free,0,Everyone,Finance,"July 3, 2018",4.1 and up
Caprock Santa Fe Credit Union,FINANCE,NaN,0,2.9,100,Free,0,Everyone,Finance,"March 23, 2018",4.1 and up
Obbligo o Verità? PRO,GAME,NaN,4,2.9,100,Paid,$0.99,Teen,Board,"April 26, 2018",3.0 and up
BG TV App,FAMILY,1.7,6,2.9,100,Free,0,Everyone,Entertainment,"December 21, 2017",4.1 and up
BG TV Stations,FAMILY,NaN,0,2.9,100,Free,0,Everyone,Entertainment,"February 10, 2018",4.1 and up
A-Y Collection,SHOPPING,5,2,2.9,100,Free,0,Teen,Shopping,"February 16, 2018",4.1 and up
Black Classic DW Watch Theme,PERSONALIZATION,NaN,1,2.9,100,Free,0,Everyone,Personalization,"July 25, 2018",4.0 and up
List iptv FR,VIDEO_PLAYERS,NaN,1,2.9,100,Free,0,Everyone,Video Players & Editors,"April 22, 2018",4.0.3 and up
Top Novini BG,NEWS_AND_MAGAZINES,NaN,2,2.9,100,Free,0,Everyone,News & Magazines,"June 14, 2016",4.1 and up
AQ wisdom +,TOOLS,NaN,0,35,100,Free,0,Everyone,Tools,"March 15, 2018",4.0.3 and up
Phonics Puzzles,FAMILY,3.8,4,54,100,Paid,$2.99,Everyone,Educational,"August 27, 2016",2.3 and up
CO CASE Events,FAMILY,NaN,0,54,100,Free,0,Everyone,Education,"January 30, 2018",4.1 and up
Best DP and Status - All Type DP & Status,FAMILY,NaN,1,5.7,100,Free,0,Everyone,Entertainment,"May 30, 2018",4.0.3 and up
México City D.F News,NEWS_AND_MAGAZINES,NaN,2,5.7,100,Free,0,Everyone,News & Magazines,"May 9, 2016",4.0.3 and up
DG TV,NEWS_AND_MAGAZINES,5,3,5.7,100,Free,0,Everyone,News & Magazines,"May 26, 2018",4.1 and up
CF Chat: Connecting Friends,COMMUNICATION,3.4,5,2.4,100,Free,0,Teen,Communication,"April 27, 2016",2.3 and up
GO CP Evolution Calculator,FAMILY,NaN,5,2.4,100,Free,0,Everyone,Entertainment,"January 29, 2017",4.0.3 and up
Morse Player,FAMILY,5,12,2.4,100,Paid,$1.99,Everyone,Education,"January 23, 2017",3.0 and up
BG Guide,TRAVEL_AND_LOCAL,5,3,2.4,100,Free,0,Everyone,Travel & Local,"November 28, 2016",2.3.3 and up
BT Satmeter,TOOLS,NaN,0,2.4,100,Free,0,Everyone,Tools,"April 12, 2018",4.3 and up
CD Carpe Diem App,FAMILY,NaN,17,27,100,Free,0,Everyone,Education,"July 18, 2018",4.1 and up
TI-84 CE Graphing Calculator Manual TI 84,FAMILY,5,1,27,100,Paid,$4.99,Everyone,Education,"March 28, 2018",4.1 and up
Chenoweth AH,MEDICAL,5,1,27,100,Free,0,Everyone,Medical,"April 3, 2017",4.0.3 and up
AH Lake Villa,MEDICAL,NaN,3,27,100,Free,0,Everyone,Medical,"April 22, 2017",4.0.3 and up
Brandon Lakes AH,MEDICAL,2.6,5,27,100,Free,0,Everyone,Medical,"May 5, 2017",4.0.3 and up
Bill Miller Bar-B-Q Store Ops,BUSINESS,NaN,0,2.5,100,Free,0,Everyone,Business,"June 19, 2018",4.4 and up
[EF]ShoutBox,COMMUNICATION,NaN,3,2.5,100,Free,0,Teen,Communication,"August 7, 2018",4.0.3 and up
Intra- and extra-EU trade data,FINANCE,NaN,1,2.5,100,Free,0,Everyone,Finance,"December 16, 2015",4.0 and up
Best CG views,FAMILY,4.2,4,2.5,100,Free,0,Teen,Entertainment,"June 24, 2015",3.0 and up
waut.ch!,FAMILY,4.5,10,2.5,100,Free,0,Everyone,Educational,"June 30, 2018",2.0 and up
BL Flowers Digital,SHOPPING,5,21,2.5,100,Free,0,Everyone,Shopping,"October 31, 2017",4.2 and up
Volume Control Ex,TOOLS,4.2,5,2.5,100,Paid,$1.49,Everyone,Tools,"July 30, 2018",4.0 and up
FJ Toolkit,TOOLS,NaN,1,2.5,100,Paid,$1.49,Everyone,Tools,"December 21, 2015",4.0 and up
CI Time,PRODUCTIVITY,NaN,4,2.5,100,Free,0,Everyone,Productivity,"March 17, 2017",4.0 and up
Билеты ПДД CD 2019 PRO,AUTO_AND_VEHICLES,NaN,21,16,100,Paid,$1.49,Everyone,Auto & Vehicles,"July 27, 2018",4.0 and up
FO SODEXO,COMMUNICATION,NaN,0,16,100,Free,0,Everyone,Communication,"March 13, 2018",4.1 and up
Random Chat App with Strangers,DATING,3,2,16,100,Free,0,Mature 17+,Dating,"July 17, 2018",4.0.3 and up
Mad Dash Fo' Cash,GAME,5,14,16,100,Free,0,Everyone,Arcade,"June 19, 2017",4.1 and up
All-in-One Mahjong 3,FAMILY,4.4,38,16,100,Paid,$0.99,Everyone,Board;Brain Games,"June 14, 2018",4.0 and up
Ah Ha Block,FAMILY,NaN,2,16,100,Free,0,Everyone,Casual,"July 9, 2017",4.0 and up
Tutorials for SAP BW Offline,FAMILY,NaN,1,16,100,Free,0,Everyone,Education,"December 21, 2017",4.0 and up
CE-STRONG,FAMILY,NaN,0,16,100,Free,0,Everyone,Education,"June 17, 2016",4.0 and up
CT Head Basic Interpretation,FAMILY,NaN,1,16,100,Free,0,Everyone,Education,"June 11, 2018",4.0 and up
BL Portfolio,PHOTOGRAPHY,NaN,4,16,100,Free,0,Everyone,Photography,"June 13, 2017",4.1 and up
Wallpapers New AK 47 Assault Rifle Guns Arms,PERSONALIZATION,NaN,0,16,100,Free,0,Teen,Personalization,"March 10, 2018",4.1 and up
New Wallpapers Toyota FJ Cruiser Theme,PERSONALIZATION,NaN,1,16,100,Free,0,Teen,Personalization,"February 23, 2018",4.1 and up
